id action freq period
1 A88 P1 9-12
6 A55 P2 3-5
25 A32 P9 1-3
15 A51 P3 3-5
9 A80 P8 9-12
22 A11 P3 1-3
25 A4 P10 3-5
12 A9 P7 1-3
9 A95 P4 9-12
19 A42 P6 3-5
25 A43 P9 9-12
19 A80 P6 9-12
17 A66 P10 3-5
11 A24 P9 3-5
21 A36 P10 1-3
20 A41 P1 3-5
14 A30 P4 1-3
7 A39 P7 9-12
27 A70 P8 1-3
30 A80 P4 3-5
30 A17 P1 3-5
23 A30 P4 9-12
3 A32 P4 3-5
3 A58 P10 1-3
26 A19 P1 1-3
21 A33 P6 1-3
29 A57 P2 3-5
26 A19 P1 1-3
17 A62 P2 9-12
1 A52 P1 1-3
5 A4 P7 9-12
27 A25 P7 1-3
17 A77 P6 1-3
15 A22 P10 1-3
22 A60 P4 3-5
1 A16 P8 3-5
12 A88 P7 1-3
29 A90 P4 9-12
15 A3 P4 1-3
5 A32 P8 9-12
13 A34 P1 9-12
21 A62 P3 9-12
24 A5 P8 3-5
23 A54 P6 1-3
29 A52 P5 9-12
15 A87 P7 9-12
2 A92 P8 9-12
10 A14 P7 9-12
20 A9 P6 3-5
17 A90 P9 1-3
2 A97 P2 1-3
13 A7 P1 3-5
4 A96 P6 3-5
24 A60 P4 1-3
7 A35 P2 3-5
14 A72 P7 3-5
27 A60 P3 3-5
21 A21 P6 1-3
14 A11 P4 3-5
27 A60 P9 3-5
24 A77 P10 1-3
14 A28 P1 3-5
26 A90 P9 1-3
24 A85 P8 1-3
20 A7 P10 9-12
12 A14 P7 3-5
11 A52 P1 1-3
18 A87 P9 9-12
25 A97 P4 9-12
29 A35 P3 3-5
14 A23 P10 1-3
13 A84 P9 3-5
24 A37 P3 3-5
1 A61 P3 3-5
10 A53 P4 9-12
15 A5 P9 9-12
2 A93 P3 1-3
9 A91 P2 9-12
7 A43 P9 9-12
7 A33 P3 1-3
25 A81 P3 3-5
8 A21 P1 3-5
12 A19 P5 1-3
14 A29 P6 9-12
13 A1 P7 1-3
7 A7 P1 1-3
5 A32 P6 9-12
13 A89 P5 1-3
21 A65 P3 3-5
9 A19 P1 1-3
21 A90 P6 3-5
3 A71 P4 9-12
11 A35 P8 3-5
10 A77 P10 1-3
5 A99 P1 9-12
18 A84 P4 3-5
3 A84 P1 3-5
16 A26 P10 3-5
17 A67 P9 3-5
28 A51 P1 9-12
26 A19 P1 9-12
29 A9 P1 9-12
26 A14 P1 1-3
15 A32 P4 9-12
16 A0 P8 9-12
28 A25 P5 9-12
21 A90 P9 1-3
21 A57 P7 3-5
27 A98 P4 9-12
13 A30 P6 9-12
24 A97 P3 9-12
28 A18 P9 9-12
12 A95 P2 9-12
1 A96 P7 3-5
30 A60 P1 3-5
15 A60 P4 3-5
22 A62 P5 3-5
12 A23 P2 3-5
23 A82 P4 3-5
15 A13 P7 1-3
13 A18 P10 3-5
3 A58 P7 1-3
3 A59 P5 9-12
15 A85 P4 3-5
22 A19 P7 9-12
22 A57 P6 3-5
10 A82 P4 3-5
12 A50 P10 1-3
12 A53 P5 9-12
13 A5 P3 1-3
19 A25 P1 3-5
6 A69 P9 1-3
17 A87 P7 9-12
10 A54 P9 1-3
26 A68 P4 3-5
27 A31 P5 1-3
27 A98 P10 1-3
12 A42 P6 3-5
4 A90 P3 1-3
24 A88 P2 3-5
30 A65 P10 9-12
6 A98 P6 1-3
21 A12 P9 1-3
21 A37 P7 3-5
24 A72 P7 1-3
1 A42 P3 3-5
7 A70 P4 9-12
25 A49 P3 3-5
24 A97 P1 1-3
2 A19 P1 3-5
3 A25 P1 1-3
1 A11 P7 3-5
12 A77 P4 1-3
30 A93 P7 9-12
18 A82 P8 1-3
9 A60 P7 9-12
12 A2 P1 3-5
21 A16 P7 3-5
9 A8 P5 1-3
23 A37 P1 3-5
9 A4 P7 3-5
22 A52 P2 3-5
15 A13 P7 1-3
22 A6 P9 9-12
24 A0 P4 3-5
23 A36 P4 3-5
27 A56 P6 3-5
12 A80 P5 9-12
18 A58 P10 3-5
12 A58 P4 3-5
2 A63 P8 1-3
2 A85 P1 3-5
18 A1 P7 3-5
24 A41 P1 1-3
13 A30 P4 3-5
14 A15 P10 3-5
10 A52 P4 3-5
17 A54 P9 9-12
5 A81 P7 1-3
28 A98 P8 3-5
1 A5 P9 9-12
14 A26 P10 3-5
23 A41 P2 1-3
25 A16 P8 3-5
9 A12 P4 3-5
1 A9 P6 9-12
19 A31 P4 9-12
24 A73 P10 1-3
26 A40 P6 1-3
25 A75 P3 1-3
4 A23 P2 9-12
29 A56 P6 9-12
22 A33 P1 1-3
7 A34 P10 1-3
18 A30 P4 9-12
20 A54 P9 9-12
18 A0 P3 9-12
11 A60 P9 1-3
14 A54 P2 3-5
13 A39 P8 9-12
7 A79 P4 3-5
27 A81 P10 1-3
17 A71 P7 9-12
1 A51 P5 9-12
22 A79 P9 1-3
2 A37 P7 9-12
14 A41 P3 1-3
5 A32 P6 9-12
8 A13 P7 1-3
5 A32 P6 1-3
10 A85 P7 9-12
20 A55 P6 1-3
29 A17 P2 3-5
3 A1 P2 3-5
26 A68 P4 3-5
7 A92 P10 1-3
20 A99 P1 9-12
23 A33 P10 9-12
19 A96 P7 9-12
4 A20 P3 3-5
10 A58 P4 9-12
19 A35 P9 3-5
24 A5 P4 3-5
10 A23 P5 3-5
24 A55 P9 1-3
1 A10 P1 3-5
19 A8 P9 1-3
17 A58 P4 9-12
3 A94 P9 9-12
26 A63 P7 1-3
2 A41 P6 1-3
8 A90 P7 9-12
1 A62 P2 3-5
24 A13 P3 1-3
1 A35 P5 3-5
8 A44 P1 9-12
27 A18 P3 1-3
7 A30 P5 9-12
22 A73 P1 9-12
7 A0 P10 9-12
24 A68 P8 1-3
12 A65 P10 1-3
19 A43 P9 1-3
19 A54 P1 3-5
11 A59 P7 1-3
6 A40 P5 1-3
1 A46 P9 1-3
23 A31 P4 9-12
12 A81 P6 1-3
21 A70 P1 9-12
19 A78 P5 9-12
17 A5 P3 9-12
10 A36 P1 3-5
3 A62 P5 1-3
6 A35 P1 3-5
3 A80 P3 3-5
11 A11 P10 3-5
4 A45 P6 1-3
14 A31 P10 9-12
30 A19 P1 1-3
15 A16 P5 3-5
13 A24 P5 3-5
28 A14 P8 3-5
19 A87 P10 9-12
9 A19 P5 1-3
9 A70 P3 3-5
8 A6 P10 9-12
1 A28 P8 1-3
14 A48 P5 3-5
13 A82 P5 3-5
4 A32 P8 9-12
26 A34 P4 3-5
28 A53 P1 3-5
3 A84 P3 3-5
25 A66 P4 3-5
19 A81 P2 3-5
30 A37 P3 3-5
28 A63 P2 9-12
19 A18 P1 1-3
2 A65 P5 3-5
18 A30 P2 9-12
5 A23 P2 9-12
7 A15 P6 3-5
24 A19 P1 1-3
11 A13 P8 3-5
13 A91 P10 3-5
6 A67 P7 9-12
11 A22 P10 1-3
9 A71 P7 9-12
7 A8 P5 3-5
14 A56 P3 1-3
11 A24 P6 3-5
26 A61 P7 3-5
20 A29 P2 9-12
29 A18 P10 1-3
1 A4 P1 9-12
18 A20 P10 3-5
27 A58 P6 1-3
24 A71 P6 9-12
28 A66 P2 3-5
16 A78 P3 9-12
22 A74 P6 9-12
30 A44 P5 1-3
25 A36 P4 3-5
11 A69 P6 9-12
28 A85 P4 9-12
5 A5 P10 9-12
11 A95 P9 1-3
25 A3 P10 3-5
11 A47 P9 1-3
30 A66 P6 3-5
1 A55 P6 1-3
19 A29 P1 3-5
13 A83 P7 3-5
7 A92 P2 3-5
8 A53 P4 9-12
15 A58 P4 3-5
15 A53 P1 3-5
27 A56 P1 1-3
3 A32 P5 9-12
19 A93 P3 3-5
27 A59 P3 3-5
29 A44 P8 3-5
19 A11 P6 3-5
3 A97 P3 3-5
20 A12 P4 9-12
12 A73 P1 9-12
27 A59 P9 3-5
12 A53 P3 3-5
26 A31 P4 3-5
7 A16 P8 1-3
24 A25 P5 9-12
2 A22 P3 9-12
11 A11 P4 9-12
8 A0 P8 9-12
1 A60 P3 9-12
25 A10 P10 9-12
14 A70 P1 3-5
6 A51 P10 3-5
30 A24 P4 9-12
18 A24 P9 3-5
24 A49 P4 3-5
27 A30 P4 9-12
11 A16 P8 3-5
26 A51 P2 3-5
9 A3 P10 9-12
1 A29 P4 1-3
25 A87 P3 9-12
9 A82 P6 1-3
13 A34 P8 3-5
13 A3 P2 9-12
2 A88 P9 1-3
16 A66 P8 1-3
20 A73 P8 3-5
7 A59 P10 3-5
7 A5 P3 3-5
19 A61 P3 3-5
11 A92 P3 1-3
18 A47 P1 1-3
7 A37 P4 3-5
2 A65 P10 3-5
6 A44 P8 3-5
20 A57 P9 3-5
13 A91 P6 9-12
12 A28 P1 1-3
3 A40 P3 9-12
4 A76 P4 9-12
7 A18 P3 1-3
30 A29 P1 1-3
6 A86 P9 9-12
10 A65 P9 3-5
22 A78 P3 9-12
15 A81 P10 3-5
17 A68 P2 9-12
22 A83 P6 3-5
6 A30 P3 3-5
10 A29 P1 1-3
4 A12 P4 1-3
26 A19 P6 1-3
22 A3 P2 3-5
24 A85 P10 9-12
18 A48 P3 9-12
8 A76 P2 1-3
6 A90 P2 3-5
24 A63 P3 1-3
6 A13 P6 1-3
5 A25 P2 1-3
5 A40 P1 1-3
1 A26 P6 3-5
25 A36 P10 9-12
21 A35 P2 9-12
7 A2 P4 3-5
17 A53 P4 1-3
22 A98 P10 1-3
15 A72 P7 1-3
1 A20 P10 3-5
16 A44 P8 3-5
24 A5 P3 1-3
10 A1 P1 3-5
16 A2 P8 9-12
6 A20 P7 3-5
21 A91 P4 9-12
2 A25 P1 1-3
24 A1 P4 3-5
25 A49 P9 1-3
7 A88 P1 3-5
4 A66 P2 9-12
17 A53 P2 9-12
4 A9 P6 1-3
14 A88 P7 3-5
21 A47 P2 1-3
13 A93 P3 3-5
19 A52 P1 1-3
27 A98 P5 1-3
9 A38 P8 1-3
18 A77 P10 1-3
4 A58 P2 3-5
21 A74 P1 3-5
12 A18 P4 1-3
13 A39 P4 9-12
11 A0 P2 9-12
2 A10 P3 9-12
5 A5 P3 1-3
17 A3 P10 9-12
18 A62 P4 3-5
1 A7 P5 3-5
2 A7 P3 3-5
28 A21 P1 1-3
1 A56 P4 3-5
23 A12 P6 3-5
7 A16 P8 1-3
12 A78 P5 9-12
11 A28 P9 3-5
6 A99 P1 1-3
10 A52 P4 9-12
3 A67 P2 1-3
12 A33 P1 3-5
10 A59 P9 1-3
16 A75 P2 3-5
23 A53 P1 9-12
5 A32 P6 1-3
29 A81 P1 1-3
11 A91 P10 9-12
9 A95 P2 9-12
13 A74 P6 9-12
14 A81 P10 9-12
18 A43 P5 9-12
20 A85 P4 1-3
20 A79 P1 3-5
15 A38 P4 3-5
1 A53 P8 9-12
19 A54 P1 9-12
10 A6 P1 3-5
4 A54 P6 9-12
13 A17 P9 3-5
24 A77 P10 1-3
11 A49 P8 9-12
4 A90 P10 9-12
1 A92 P3 1-3
7 A49 P2 9-12
6 A38 P8 3-5
26 A68 P4 1-3
4 A2 P5 1-3
7 A82 P6 9-12
25 A92 P10 1-3
4 A47 P8 1-3
16 A28 P1 1-3
12 A44 P8 3-5
22 A86 P2 1-3
3 A85 P5 1-3
15 A25 P6 1-3
7 A30 P6 9-12
8 A80 P7 9-12
9 A78 P7 3-5
7 A73 P4 9-12
21 A74 P6 3-5
16 A97 P1 9-12
12 A79 P5 1-3
15 A63 P3 9-12
25 A82 P8 9-12
22 A76 P5 3-5
15 A15 P10 1-3
24 A5 P3 9-12
26 A82 P5 3-5
21 A78 P3 9-12
2 A28 P5 1-3
22 A98 P5 1-3
16 A76 P3 3-5
6 A82 P7 3-5
22 A15 P8 9-12
13 A25 P1 1-3
5 A32 P6 1-3
17 A15 P3 3-5
22 A12 P4 9-12
24 A87 P2 9-12
6 A2 P7 1-3
24 A37 P7 9-12
18 A46 P10 9-12
3 A81 P10 3-5
22 A58 P7 1-3
29 A21 P7 9-12
30 A57 P2 3-5
12 A32 P10 3-5
11 A30 P4 9-12
3 A48 P7 9-12
9 A58 P3 9-12
24 A87 P4 9-12
5 A56 P6 3-5
20 A47 P9 3-5
16 A87 P4 9-12
26 A7 P9 9-12
15 A70 P5 3-5
25 A23 P8 3-5
17 A61 P1 9-12
24 A41 P6 1-3
18 A21 P1 1-3
23 A20 P9 9-12
22 A68 P1 1-3
14 A61 P3 9-12
3 A17 P5 3-5
7 A11 P9 1-3
11 A94 P1 3-5
14 A10 P1 9-12
21 A71 P7 1-3
17 A28 P8 1-3
23 A42 P2 3-5
9 A30 P4 1-3
4 A88 P1 1-3
10 A25 P4 9-12
26 A19 P1 1-3
11 A67 P7 1-3
13 A40 P6 1-3
10 A34 P7 3-5
6 A40 P7 3-5
29 A17 P2 1-3
26 A91 P10 9-12
25 A31 P1 9-12
28 A75 P1 3-5
10 A56 P7 3-5
20 A51 P2 9-12
29 A0 P4 3-5
23 A57 P1 1-3
23 A86 P7 3-5
10 A67 P3 9-12
12 A83 P6 9-12
10 A58 P8 1-3
10 A6 P7 9-12
19 A33 P2 1-3
8 A0 P5 3-5
6 A3 P10 1-3
22 A13 P9 9-12
26 A64 P3 3-5
11 A78 P8 1-3
24 A68 P3 3-5
7 A24 P9 9-12
22 A79 P3 3-5
24 A85 P8 9-12
18 A54 P5 3-5
2 A78 P8 9-12
15 A21 P3 9-12
30 A8 P3 1-3
5 A93 P3 3-5
24 A78 P3 3-5
30 A7 P8 9-12
9 A91 P8 9-12
11 A65 P10 3-5
23 A32 P3 9-12
11 A62 P5 9-12
22 A19 P10 3-5
27 A30 P9 9-12
20 A15 P7 3-5
11 A92 P10 3-5
6 A6 P7 9-12
25 A43 P3 3-5
3 A69 P5 3-5
3 A73 P6 9-12
10 A45 P3 3-5
5 A99 P9 9-12
7 A45 P2 9-12
20 A33 P2 1-3
16 A8 P3 1-3
17 A58 P7 1-3
18 A4 P7 1-3
6 A55 P5 9-12
26 A91 P6 3-5
29 A23 P2 3-5
29 A46 P8 1-3
12 A54 P2 3-5
16 A70 P1 9-12
12 A50 P4 9-12
30 A62 P7 9-12
5 A24 P5 1-3
17 A67 P9 1-3
5 A57 P9 3-5
30 A80 P4 9-12
6 A42 P6 9-12
18 A76 P10 3-5
12 A57 P9 3-5
7 A31 P4 9-12
15 A56 P7 1-3
9 A86 P9 1-3
17 A18 P3 1-3
18 A72 P7 1-3
21 A38 P6 9-12
13 A60 P2 1-3
16 A17 P6 1-3
30 A5 P3 1-3
10 A65 P2 3-5
29 A19 P1 3-5
16 A78 P5 9-12
13 A6 P6 3-5
24 A9 P10 3-5
20 A18 P1 9-12
28 A64 P7 9-12
24 A49 P2 3-5
27 A58 P9 9-12
30 A78 P3 1-3
13 A61 P6 3-5
3 A48 P5 9-12
11 A60 P8 9-12
22 A75 P1 9-12
18 A59 P10 1-3
17 A82 P7 3-5
16 A7 P4 9-12
6 A2 P1 3-5
26 A3 P10 3-5
22 A23 P9 3-5
28 A25 P4 1-3
17 A44 P6 3-5
7 A89 P5 9-12
21 A99 P8 9-12
14 A94 P5 9-12
28 A14 P9 9-12
9 A0 P6 9-12
28 A97 P6 9-12
21 A81 P8 3-5
26 A64 P3 3-5
6 A70 P1 3-5
10 A53 P3 9-12
25 A79 P9 1-3
8 A61 P7 9-12
25 A89 P6 9-12
25 A2 P2 3-5
3 A78 P10 9-12
12 A6 P2 3-5
22 A71 P2 3-5
22 A30 P4 3-5
16 A92 P10 1-3
6 A53 P3 9-12
8 A67 P7 3-5
26 A9 P10 9-12
24 A57 P9 3-5
9 A87 P9 9-12
9 A39 P2 3-5
21 A26 P8 1-3
8 A44 P8 9-12
10 A73 P2 3-5
23 A17 P2 1-3
30 A32 P7 9-12
4 A1 P7 3-5
19 A80 P9 3-5
11 A91 P10 9-12
5 A20 P10 3-5
4 A5 P8 9-12
26 A62 P8 1-3
2 A50 P8 1-3
20 A78 P7 9-12
19 A3 P10 9-12
2 A25 P4 9-12
9 A3 P7 3-5
18 A65 P1 3-5
12 A39 P7 9-12
9 A37 P9 1-3
8 A82 P6 1-3
3 A82 P10 3-5
26 A65 P6 3-5
20 A31 P9 3-5
14 A26 P5 3-5
24 A33 P1 1-3
9 A94 P5 3-5
20 A47 P7 1-3
7 A97 P7 3-5
24 A33 P2 9-12
13 A48 P3 9-12
15 A15 P7 3-5
3 A33 P2 1-3
13 A25 P6 3-5
30 A57 P6 3-5
1 A38 P6 1-3
30 A43 P9 9-12
21 A85 P6 9-12
7 A25 P6 1-3
30 A47 P4 1-3
26 A75 P10 3-5
5 A49 P3 3-5
19 A64 P1 3-5
14 A76 P8 1-3
23 A38 P8 9-12
28 A39 P5 3-5
19 A27 P2 3-5
2 A97 P7 3-5
9 A77 P7 3-5
12 A92 P10 3-5
28 A70 P9 1-3
6 A72 P7 1-3
8 A36 P2 3-5
26 A19 P1 1-3
3 A73 P3 1-3
21 A26 P4 3-5
28 A63 P1 3-5
19 A80 P10 3-5
11 A78 P9 9-12
27 A41 P6 1-3
26 A68 P7 1-3
26 A79 P6 3-5
10 A47 P9 1-3
14 A10 P2 3-5
1 A69 P9 9-12
22 A65 P10 3-5
18 A43 P4 1-3
29 A23 P2 3-5
22 A22 P7 9-12
16 A87 P4 9-12
1 A41 P3 1-3
27 A91 P5 9-12
19 A50 P7 1-3
10 A83 P8 3-5
6 A61 P1 3-5
16 A14 P6 9-12
17 A6 P7 9-12
7 A29 P1 9-12
21 A7 P8 9-12
13 A84 P1 3-5
3 A64 P6 1-3
10 A3 P10 9-12
21 A91 P10 1-3
21 A29 P6 9-12
8 A4 P2 1-3
8 A54 P9 3-5
30 A20 P10 9-12
16 A89 P10 3-5
20 A69 P7 1-3
19 A80 P10 9-12
26 A68 P7 1-3
13 A83 P7 1-3
28 A83 P7 3-5
16 A17 P2 3-5
6 A91 P10 9-12
21 A42 P4 9-12
1 A39 P10 9-12
25 A75 P1 1-3
27 A30 P4 3-5
18 A73 P2 9-12
23 A5 P5 3-5
8 A4 P1 9-12
24 A94 P9 3-5
8 A32 P3 9-12
11 A57 P3 3-5
23 A18 P1 1-3
20 A27 P5 3-5
30 A49 P8 9-12
5 A32 P8 1-3
14 A98 P4 9-12
3 A34 P9 3-5
2 A65 P9 3-5
14 A29 P10 1-3
23 A70 P7 1-3
12 A94 P5 9-12
25 A8 P8 3-5
20 A9 P9 1-3
9 A76 P2 3-5
15 A54 P10 3-5
5 A74 P6 1-3
30 A98 P8 1-3
21 A77 P2 1-3
6 A65 P9 3-5
9 A89 P1 9-12
14 A89 P10 1-3
7 A68 P7 9-12
3 A59 P10 3-5
11 A69 P5 9-12
2 A19 P8 9-12
18 A27 P2 3-5
22 A64 P1 3-5
1 A40 P9 9-12
9 A4 P5 3-5
3 A58 P4 9-12
21 A49 P3 3-5
30 A54 P2 1-3
8 A32 P10 3-5
18 A0 P2 9-12
22 A20 P3 1-3
23 A25 P6 9-12
30 A35 P2 1-3
24 A28 P9 1-3
13 A18 P6 1-3
29 A41 P3 3-5
16 A86 P3 1-3
26 A30 P4 3-5
19 A40 P5 3-5
3 A9 P2 3-5
22 A53 P4 9-12
29 A63 P3 3-5
13 A7 P5 3-5
13 A48 P3 9-12
29 A80 P2 3-5
17 A40 P3 3-5
3 A17 P4 3-5
17 A47 P9 1-3
2 A30 P4 3-5
29 A66 P2 3-5
11 A86 P9 3-5
6 A2 P8 3-5
14 A74 P6 9-12
22 A52 P6 3-5
27 A54 P7 9-12
22 A77 P4 1-3
9 A75 P8 1-3
13 A34 P1 1-3
11 A88 P2 1-3
18 A66 P7 3-5
20 A58 P1 9-12
19 A27 P6 3-5
23 A43 P9 1-3
4 A69 P1 9-12
3 A99 P7 9-12
9 A84 P5 3-5
27 A83 P7 9-12
26 A64 P3 9-12
19 A47 P9 9-12
19 A80 P8 9-12
3 A68 P1 1-3
26 A25 P8 3-5
20 A75 P9 9-12
17 A66 P9 3-5
23 A76 P1 3-5
18 A43 P9 3-5
30 A27 P9 3-5
22 A16 P1 9-12
1 A11 P8 1-3
1 A57 P9 1-3
26 A98 P3 1-3
24 A35 P2 3-5
16 A91 P7 9-12
27 A60 P1 9-12
7 A44 P8 3-5
23 A21 P8 1-3
10 A25 P5 9-12
4 A40 P4 3-5
5 A32 P1 1-3
8 A76 P10 3-5
22 A99 P8 9-12
4 A46 P9 1-3
12 A91 P10 9-12
23 A27 P4 1-3
18 A3 P4 9-12
29 A87 P4 3-5
6 A4 P7 3-5
16 A32 P9 9-12
18 A15 P2 9-12
17 A28 P8 1-3
7 A46 P9 3-5
17 A33 P8 1-3
4 A26 P5 3-5
12 A17 P4 3-5
16 A25 P6 9-12
7 A70 P2 3-5
18 A22 P2 3-5
17 A47 P10 1-3
18 A32 P2 9-12
28 A30 P4 1-3
9 A72 P4 3-5
21 A29 P1 3-5
12 A22 P9 3-5
18 A87 P1 1-3
4 A4 P7 3-5
10 A68 P4 3-5
11 A76 P8 3-5
21 A64 P4 1-3
15 A25 P7 3-5
12 A46 P1 3-5
22 A49 P5 3-5
12 A97 P7 9-12
25 A17 P6 1-3
16 A78 P2 9-12
27 A98 P6 9-12
12 A39 P7 1-3
12 A41 P6 1-3
22 A76 P7 3-5
19 A95 P4 9-12
14 A7 P3 1-3
18 A16 P3 3-5
27 A31 P4 3-5
24 A4 P8 9-12
20 A68 P4 3-5
14 A54 P1 9-12
8 A37 P1 1-3
5 A32 P6 1-3
10 A41 P3 9-12
26 A52 P1 9-12
21 A34 P10 3-5
18 A43 P6 3-5
1 A8 P10 9-12
25 A41 P10 1-3
30 A61 P2 3-5
13 A11 P3 3-5
19 A48 P7 9-12
8 A40 P5 3-5
23 A13 P8 1-3
4 A91 P10 3-5
23 A57 P7 1-3
19 A28 P10 3-5
5 A60 P2 9-12
18 A27 P9 3-5
8 A58 P10 1-3
13 A86 P6 1-3
30 A61 P5 1-3
1 A72 P9 9-12
24 A19 P5 1-3
9 A65 P8 3-5
10 A40 P6 3-5
27 A80 P6 9-12
17 A60 P1 1-3
5 A32 P9 1-3
22 A88 P7 9-12
6 A71 P1 1-3
5 A32 P3 9-12
24 A76 P1 3-5
18 A43 P9 3-5
30 A50 P2 1-3
4 A67 P7 1-3
8 A8 P5 1-3
23 A41 P6 1-3
13 A19 P2 1-3
15 A97 P9 1-3
4 A71 P4 3-5
28 A35 P9 1-3
30 A62 P5 1-3
4 A10 P6 3-5
15 A2 P6 3-5
7 A36 P3 3-5
8 A94 P3 3-5
12 A86 P10 1-3
29 A41 P3 3-5
29 A3 P10 9-12
4 A87 P1 1-3
16 A26 P7 3-5
2 A0 P4 9-12
7 A52 P4 3-5
18 A79 P1 1-3
11 A47 P4 3-5
20 A17 P2 3-5
18 A17 P2 3-5
19 A80 P9 9-12
15 A11 P6 3-5
25 A92 P4 9-12
2 A62 P10 3-5
24 A90 P3 1-3
15 A48 P2 9-12
8 A38 P9 1-3
14 A45 P10 9-12
25 A23 P6 3-5
1 A14 P5 9-12
11 A13 P8 1-3
22 A30 P4 1-3
25 A21 P1 9-12
13 A0 P10 1-3
20 A17 P1 3-5
17 A21 P4 1-3
14 A91 P2 9-12
11 A96 P6 9-12
26 A80 P2 9-12
10 A69 P2 9-12
18 A32 P8 1-3
8 A97 P8 9-12
11 A25 P4 3-5
3 A77 P2 1-3
11 A85 P4 1-3
10 A52 P8 9-12
8 A82 P7 1-3
25 A27 P7 1-3
27 A72 P7 3-5
12 A48 P8 9-12
18 A69 P7 9-12
6 A76 P2 3-5
6 A82 P7 9-12
28 A30 P4 1-3
14 A16 P9 1-3
13 A10 P9 9-12
23 A3 P10 9-12
30 A5 P7 3-5
18 A36 P9 3-5
4 A42 P10 9-12
19 A94 P8 3-5
27 A3 P10 9-12
26 A89 P4 3-5
26 A83 P10 1-3
20 A83 P7 1-3
20 A91 P10 9-12
25 A34 P8 9-12
4 A41 P6 3-5
12 A10 P8 1-3
6 A42 P10 1-3
16 A52 P1 3-5
5 A16 P3 3-5
20 A43 P2 3-5
2 A50 P8 3-5
24 A64 P2 9-12
17 A87 P5 9-12
5 A43 P10 3-5
23 A50 P9 1-3
7 A43 P3 9-12
10 A87 P4 9-12
25 A99 P3 3-5
26 A6 P1 9-12
7 A4 P7 3-5
8 A62 P5 9-12
2 A45 P7 1-3
4 A56 P6 3-5
10 A64 P8 3-5
8 A45 P3 1-3
29 A42 P10 9-12
12 A57 P5 9-12
5 A11 P6 3-5
3 A80 P8 9-12
6 A51 P3 3-5
9 A32 P5 3-5
10 A58 P1 3-5
8 A1 P9 3-5
7 A41 P10 1-3
22 A19 P6 1-3
23 A82 P6 3-5
30 A35 P2 3-5
30 A44 P3 3-5
8 A42 P7 9-12
4 A20 P5 9-12
3 A83 P7 9-12
16 A7 P3 1-3
29 A25 P7 3-5
15 A12 P10 3-5
4 A76 P9 9-12
19 A20 P10 1-3
12 A99 P1 9-12
17 A43 P9 9-12
20 A20 P2 3-5
16 A80 P7 9-12
24 A33 P2 1-3
16 A99 P8 9-12
6 A0 P8 9-12
24 A98 P3 3-5
10 A58 P10 3-5
19 A54 P3 1-3
15 A3 P10 3-5
29 A89 P10 1-3
3 A94 P5 1-3
5 A32 P2 1-3
6 A69 P10 9-12
22 A81 P5 3-5
3 A69 P7 1-3
21 A29 P1 9-12
11 A96 P6 3-5
13 A59 P1 3-5
25 A80 P4 1-3
27 A25 P9 9-12
16 A2 P7 3-5
20 A5 P3 9-12
20 A61 P3 9-12
21 A77 P4 1-3
26 A19 P1 1-3
15 A90 P9 1-3
13 A53 P3 9-12
30 A81 P7 3-5
22 A76 P2 3-5
11 A43 P1 9-12
21 A14 P7 9-12
6 A40 P9 3-5
19 A80 P9 1-3
26 A78 P8 9-12
16 A32 P5 1-3
10 A47 P9 3-5
11 A82 P6 1-3
17 A39 P3 1-3
1 A88 P1 3-5
26 A65 P10 3-5
3 A96 P6 9-12
16 A6 P1 9-12
27 A10 P2 1-3
16 A52 P1 1-3
1 A81 P10 3-5
10 A56 P6 3-5
14 A85 P2 1-3
5 A32 P10 9-12
14 A94 P5 1-3
2 A17 P6 3-5
25 A14 P6 9-12
13 A97 P5 1-3
27 A47 P8 9-12
18 A53 P1 9-12
9 A72 P7 3-5
11 A61 P2 9-12
6 A47 P9 3-5
6 A61 P1 3-5
28 A23 P2 3-5
10 A28 P5 9-12
28 A3 P9 9-12
21 A46 P10 1-3
26 A41 P6 1-3
3 A68 P1 3-5
19 A13 P8 3-5
28 A13 P4 1-3
16 A49 P8 1-3
21 A69 P3 9-12
24 A77 P4 1-3
30 A90 P9 1-3
6 A91 P10 3-5
21 A11 P6 9-12
23 A24 P9 3-5
13 A52 P1 9-12
7 A40 P3 3-5
26 A73 P7 1-3
25 A23 P7 9-12
24 A57 P8 9-12
26 A48 P7 9-12
5 A31 P4 9-12
13 A32 P5 1-3
14 A32 P8 9-12
13 A95 P1 3-5
11 A25 P7 1-3
18 A95 P4 3-5
6 A20 P4 1-3
13 A24 P4 1-3
17 A94 P7 3-5
22 A7 P9 9-12
4 A72 P7 1-3
25 A90 P9 1-3
4 A7 P1 3-5
24 A10 P8 3-5
30 A67 P3 3-5
30 A98 P4 1-3
10 A58 P10 9-12
26 A68 P4 3-5
12 A66 P4 1-3
28 A1 P3 3-5
14 A89 P7 1-3
9 A37 P6 3-5
10 A50 P6 1-3
16 A39 P4 1-3
18 A44 P2 1-3
26 A68 P8 9-12
28 A71 P1 9-12
27 A35 P2 1-3
27 A86 P8 3-5
15 A57 P2 9-12
8 A40 P4 1-3
13 A80 P10 1-3
18 A32 P2 3-5
7 A74 P4 1-3
6 A98 P2 1-3
4 A42 P7 9-12
4 A55 P7 1-3
2 A65 P7 3-5
11 A8 P6 1-3
30 A87 P2 9-12
26 A13 P5 9-12
28 A52 P8 1-3
4 A58 P2 3-5
